video_id, title,url, is_japanese_caption, has_checked_caption
jU5Y4vX9hBc,♫ Great Northern War: Song of Gunfire - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=jU5Y4vX9hBc,false,true,
zc3Y-dU_GjM,Otto von Bismarck - The Wildman Bismarck - Extra History - #1,https://www.youtube.com/watch?v=zc3Y-dU_GjM,false,true,
LsxmsHBRl1M,Otto von Bismarck - A Man of Great Ideas - Extra History - #2,https://www.youtube.com/watch?v=LsxmsHBRl1M,false,true,
KnJDZpi3EBI,Otto von Bismarck - Iron and Blood - Extra History - #3,https://www.youtube.com/watch?v=KnJDZpi3EBI,false,true,
bKnIfv7wKk0,Otto von Bismarck - The Iron Chancellor - Extra History - #4,https://www.youtube.com/watch?v=bKnIfv7wKk0,false,true,
jCFt0CQ8aEk,Otto von Bismarck - Prussia Ascendant - Extra History - #5,https://www.youtube.com/watch?v=jCFt0CQ8aEk,false,true,
G9bqCd7sRg0,Otto von Bismarck - Germany! - Extra History - #6,https://www.youtube.com/watch?v=G9bqCd7sRg0,false,true,
nkc87DmiDwI,Otto von Bismarck - Lies - Extra History,https://www.youtube.com/watch?v=nkc87DmiDwI,false,true,
UmJRokjQ0K0,♫ Otto von Bismarck: Art of the Possible - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=UmJRokjQ0K0,false,true,
nwjFSQCrShM,Berlin Airlift: The Cold War Begins - Extra History,https://www.youtube.com/watch?v=nwjFSQCrShM,true,true,
bJL2Vnc5vLo,Khosrau Anushirawan - Like Father Like Son - Extra History - #1,https://www.youtube.com/watch?v=bJL2Vnc5vLo,true,true,
GMVZSxkgcGk,Khosrau Anushirawan - Prince of Persia - Extra History - #2,https://www.youtube.com/watch?v=GMVZSxkgcGk,true,true,
WUlPNWDvk-c,WW1 Christmas Truce: Silent Night - Extra History - #1,https://www.youtube.com/watch?v=WUlPNWDvk-c,true,true,
bmqLo75E86M,Khosrau Anushirawan - The Immortal Soul - Extra History - #3,https://www.youtube.com/watch?v=bmqLo75E86M,true,true,
9Pey-HmXGfs,WW1 Christmas Truce: Letters from the Trenches - Extra History - #2,https://www.youtube.com/watch?v=9Pey-HmXGfs,true,true,
z08uc0PolYc,Khosrau Anushirawan - Trolling Justinian - Extra History - #4,https://www.youtube.com/watch?v=z08uc0PolYc,true,true,
Epuxm-GtT1g,Khosrau Anushirawan - On Top of the World - Extra History - #5,https://www.youtube.com/watch?v=Epuxm-GtT1g,true,true,
